gene_id,PLB1K1,PLB1K2,PLB1K3,PLB1K-rmpA1,PLB1K-rmpA2,PLB1K-rmpA3
b0118,11.097675359900155,10.943948348135986,10.534863759133911,10.693117228139972,9.486821178191333,10.76634616587175
b3301,8.527352541630083,9.64477535378265,9.891931211800701,12.188522749964003,10.898852549931524,9.880323237165689
b3113,9.058037748871637,10.986983808803267,10.098738178076319,3.8900799197303964,12.130547557590944,10.514140494619502
b3295,8.812895090839913,9.514139928523182,9.757025705070726,12.005717787753449,11.056528283337162,10.224279235381633
b3984,8.624161587823794,9.468875274813083,10.05306658879738,12.05729433089123,10.930092911376859,9.906118907455987
b3296,8.775321800864091,9.437456745179139,9.765581388847984,11.931274089092117,11.091196503188025,10.218240096393993
b3340,8.17769937765465,9.034206148295883,9.305528500758653,12.115760162403399,11.104497464104467,10.212171683287547
b4034,6.924612371579484,7.968619586641504,8.681336202425944,9.309564211195683,12.808265575695247,8.960106495666633
b2592,8.183717137289252,8.878499125079706,8.048998435324782,11.873291459956725,11.01732193892194,11.078206997737134
b2239,10.607386164790126,10.754647902773199,10.511087141363783,9.106649996876344,10.962759435476546,10.68618175801014
b2935,9.960459692429309,10.437709314747277,10.288371114462606,10.70983764051079,10.741913694723602,10.899062050730661
b0880,11.290606794944457,10.577510924156547,10.558471840357003,9.050988445590646,9.814976772775072,10.931943613303211
b3565,9.139799761627355,10.199471531492101,9.790999623002827,8.983853080329808,11.969683151458709,10.727972791495134
b0882,11.18055043182736,11.266813384859706,11.064748406954319,8.602414889063597,9.0243958231905,9.951633970810832
b4151,10.236132765352771,10.136282739105711,10.339678823770697,9.655406011117337,11.336097601634947,10.77065073633557
b3186,8.860703187711348,9.689072751650505,9.996691486124039,11.114474233735235,11.332313341305111,10.549096764771624
b2572,11.275227082795773,10.918472466339916,10.400323531879136,8.920692165802441,10.431667622087804,9.856591931709447
b2415,10.153107043862178,10.035322348333898,9.953505284114376,10.986063309559906,10.778408577242141,10.612801877636976
b2323,9.983096335143614,10.392930537289459,10.399705759484302,10.466074532958618,10.63253806611018,10.796927337777221
b3510,11.165824316207337,10.28928695595059,10.246005984422437,7.463896770082938,9.955535266243242,11.316963841756488
b4036,6.281162120250817,7.947453943300595,8.968651726805128,9.409022941784146,12.733984538339602,7.368988791350957
b4252,10.528873800606991,10.794103105780763,11.070710462708176,9.244886045769366,10.382060800312455,10.13532025933067
b4152,10.271843086616956,10.29670961225199,10.336841730583934,9.621459092002969,11.153394157454843,10.63018885101654
b2997,10.39772512541778,10.628473035663667,10.649717020864298,8.912898900430623,10.729228443034462,10.737239708926353
b4002,12.153894102994201,11.016751610227647,10.739913241697185,1.285927846322736,3.1141878650847463,6.024973226989467
b2957,9.873937246429735,10.75303057075765,10.818724929029722,8.684310479794908,10.545656713719113,10.981978615818996
b0169,8.830700457037464,9.583797105098538,10.041561128636271,11.585053723680225,10.918241850189048,10.1090079210473
b1002,11.020351821545537,10.928318185088877,10.682313901770003,8.235333113319106,10.19491698774239,10.228373905469628
b3298,9.061498293838222,9.494007278562801,9.771037230129538,11.613207583414155,10.873994867583681,10.22617261030277
b2840,11.146247282913118,10.978959463720521,10.619561146099525,8.81150776336933,9.993667860637258,9.80591394372914
b2242,10.968411717508728,10.755717339310499,10.632661496587806,7.798075432063579,10.411315542159889,10.29742629390023
b3041,10.743358677720122,10.561992952596869,10.364538768519626,9.023574127802945,9.875925573381936,11.014527985890641
b2870,11.044879967762801,10.863004223410401,11.238632318647479,3.56123030819936,9.677818633139623,9.658935631245507
b3306,8.268022603220308,9.357481872152201,9.88269125475587,11.74553412515476,10.799589782460194,9.7522069797207
b3300,9.075870856559732,9.546255590798507,9.701665024703297,11.745319282572234,10.600115560345294,9.75570696756277
b0623,10.821114927469159,10.596682712730468,10.727674778007978,9.350614128562148,10.172019104720752,10.004706684617124
b4172,10.41052610979486,10.34088033721535,10.413666980855666,10.12598247778062,10.278359820639032,10.531520666207516
b0893,10.429652757248665,10.44124978802276,10.41569255735674,9.884908867540148,10.269361772844382,10.529483843786084
b3284,11.216352119008366,10.918179569829347,10.906827404144577,8.392640576715552,8.955941286744801,9.485712132815854
b3320,6.7683049811910685,8.080194547392184,9.050782597570704,11.924522358890906,11.135627307595971,9.293899291756263
b3983,8.219626115472849,9.163028298311023,9.624200661454264,11.695170546439751,10.70455043905417,9.910787540277056
b3304,8.188931551315171,9.193630514024091,9.480425214615915,11.791118768642464,10.66222414194231,9.664263017695271
b2241,10.694763990912872,10.684007089685972,10.652989375927595,8.273541698846405,10.158884169127852,10.22406975777937
b3024,10.971765263747447,10.358258861671622,9.932234267257815,9.779922760160327,9.793345878415115,10.5451837378688
b0440,9.828996778880194,10.264565030111497,10.596625248013329,10.504129025963083,10.256063611446066,10.216862931485817
b4255,10.756223392380898,10.755017320933906,10.797700167884315,9.30237978327233,9.803056266294286,9.620976444550285
