gene_id,gene_name,mean_control,mean_treatment,log2_fold_change,pvalue,padj,significant
b3353,yheT,4.302185771623041,4.727861215424632,0.425675443801591,0.2390620868998883,0.3807347927632005,False
b4387,ytjB,4.778683284785964,4.304777760319014,-0.4739055244669501,0.0151875034430163,0.0827810613219476,False
Novel00228,-,4.928696139884301,4.053377759905856,-0.8753183799784452,0.0095726041057054,0.0729441445333448,False
Novel00037,-,4.913377629476757,4.052347920046935,-0.8610297094298218,0.0349570767444442,0.1218138284657605,False
b4191,ulaR,4.73763588650765,4.364350589322522,-0.3732852971851281,0.0015370747998227,0.0448411331316158,False
b0412,yajI,4.754762432800672,4.2679772362837705,-0.4867851965169016,0.1713270122947918,0.3036791592334226,False
b4592,appX,4.939661572644614,3.965734908229804,-0.97392666441481,0.0299864958018115,0.1126187390447953,False
b3960,argH,3.6666659662239462,5.05260972667882,1.385943760454873,0.0069773379183534,0.066626154420362,False
b0457,pdeB,4.880499260086839,4.094275084088397,-0.7862241759984414,0.0142955281803772,0.0827810613219476,False
Novel00318,-,5.133179974674853,3.255090066781673,-1.87808990789318,0.0253643526919341,0.1043402519536211,False
b1252,tonB,4.70662358654798,4.313660725119516,-0.3929628614284643,0.2544337988991361,0.397182222420634,False
b0308,ykgG,2.923041856947725,5.097475411605341,2.174433554657616,0.0555707645522068,0.156262724283633,False
b4086,alsC,1.437830312482986,5.024942347474702,3.587112034991716,0.012189285406458,0.0783517430443083,False
b4543,ypaA,4.536474826944814,4.502071027872291,-0.034403799072523,0.907603424341972,0.9407215169623026,False
b1993,cobU,4.761009581163801,4.214830360410178,-0.5461792207536229,0.1495886936065579,0.2779055735196552,False
Novel00324,-,5.200338264884599,3.2620928856853117,-1.938245379199288,0.0011063991405328,0.0421262506624095,True
b0831,gsiC,4.358122821126702,4.630123597720096,0.2720007765933943,0.4424862124767888,0.5820862952842362,False
b3571,malS,2.682147818621258,4.214569517195447,1.5324216985741894,0.291190086692717,0.435040315937721,False
b1024,pgaA,4.935814432336241,3.778893051309385,-1.156921381026856,0.1026975178181214,0.2194714811425841,False
b4475,rtcA,4.488885249470853,4.532355465034669,0.0434702155638166,0.8726971050944126,0.916393216580188,False
b2575,yfiC,4.5904996522773125,4.417047250087447,-0.1734524021898655,0.5694622743488578,0.6837203550769593,False
b1758,ynjF,4.660649194309833,4.346054861416593,-0.3145943328932405,0.2595181359751533,0.4030163993967087,False
b0147,thpR,4.708892790381481,4.297660900554555,-0.4112318898269258,0.09642437389982,0.2105852019768333,False
b4487,yjdP,4.404557788387532,4.443005432600652,0.0384476442131198,0.9469428863191286,0.9636915360091268,False
b0266,yagB,4.840705716225098,4.077809642415626,-0.7628960738094719,0.0362609499079039,0.1247945516755271,False
b1833,letA,4.669512894661327,4.345457359853388,-0.3240555348079397,0.1184117365784053,0.2398537232768111,False
